"name"	"ID"	"Ac_vs_LB_p.val"	"Glc_vs_Ac_p.val"	"Glc_vs_LB_p.val"	"Ac_vs_LB_p.adj"	"Glc_vs_Ac_p.adj"	"Glc_vs_LB_p.adj"	"imputed"	"Ac_vs_LB_significant"	"Glc_vs_Ac_significant"	"Glc_vs_LB_significant"	"significant"	"Ac_vs_LB_log2fc"	"Glc_vs_Ac_log2fc"	"Glc_vs_LB_log2fc"	"Ac_centered"	"Glc_centered"	"LB_centered"
"PP_0613"	"PP_0613"	0.0822935205577437	0.00167130608964318	0.000180134341652796	0.868	0.419	0.0224	TRUE	FALSE	FALSE	TRUE	TRUE	1.68	3.98	5.67	-0.766	3.22	-2.45
"PP_0619"	"PP_0619"	0.00373686911282704	0.00129556935876372	2.34759107843559e-05	0.689	0.369	0.000621	FALSE	FALSE	FALSE	TRUE	TRUE	1.25	1.5	2.74	-0.0837	1.41	-1.33
"PP_0620"	"PP_0620"	0.0145193806104129	0.00582065160334088	0.00014832245274196	0.793	0.635	0.0172	FALSE	FALSE	FALSE	TRUE	TRUE	0.649	0.78	1.43	-0.0439	0.737	-0.693
"PP_0672"	"PP_0672"	1.3037401274918e-05	6.552052033113e-06	0.355745709041391	0.0185	0.000227	0.868	TRUE	TRUE	TRUE	FALSE	TRUE	-4.69	5.16	0.47	-3.29	1.88	1.41
"PP_0673"	"PP_0673"	2.94881509665681e-05	0.155126418990706	0.000116652090259925	0.0483	0.889	0.0122	FALSE	TRUE	FALSE	TRUE	TRUE	-1.7	0.307	-1.4	-0.67	-0.363	1.03
"PP_0711"	"PP_0711"	0.000109925370904182	2.23930115691667e-05	0.10135618843892	0.167	0.0036	0.798	FALSE	FALSE	TRUE	FALSE	TRUE	2.63	-3.31	-0.677	1.98	-1.33	-0.651
"PP_0765"	"PP_0765"	1.03955090707452e-06	0.000319530595674237	7.10642482794008e-05	0.000138	0.127	0.0054	FALSE	TRUE	FALSE	TRUE	TRUE	2.33	-1.04	1.3	1.12	0.0866	-1.21
"PP_0799"	"PP_0799"	0.0152644815641776	3.24437615246198e-05	0.000645275101084594	0.796	0.00718	0.0987	FALSE	FALSE	TRUE	FALSE	TRUE	0.568	-1.58	-1.01	0.715	-0.863	0.147
"PP_0817"	"PP_0817"	2.11524760400899e-05	0.81847769844859	2.54750105053066e-05	0.0336	0.936	0.000741	FALSE	TRUE	FALSE	TRUE	TRUE	1.25	-0.0324	1.22	0.427	0.395	-0.823
"PP_0861"	"PP_0861"	0.000324179719066101	6.56221537386739e-05	0.138992285557977	0.339	0.02	0.819	FALSE	FALSE	TRUE	FALSE	TRUE	0.892	-1.13	-0.239	0.674	-0.457	-0.218
"PP_0862"	"PP_0862"	0.113141199331742	0.000186929359961253	3.68870064649534e-05	0.878	0.0728	0.00159	FALSE	FALSE	FALSE	TRUE	TRUE	-0.405	-1.51	-1.92	0.369	-1.14	0.774
"PP_0883"	"PP_0883"	5.43595292245371e-08	1.19557382263694e-06	0.000143023825767876	7.61e-10	6.15e-07	0.0163	FALSE	TRUE	TRUE	TRUE	TRUE	-5.86	3.88	-1.98	-3.25	0.632	2.61
"PP_0884"	"PP_0884"	1.84165178099317e-06	6.41839220055897e-06	0.0801424937712937	0.000599	0.000215	0.781	FALSE	TRUE	TRUE	FALSE	TRUE	-1.69	1.43	-0.266	-1.04	0.387	0.653
"PP_0886"	"PP_0886"	0.0638130057312284	2.44958387833187e-05	0.000164180887864588	0.86	0.00429	0.0196	FALSE	FALSE	TRUE	FALSE	TRUE	0.256	-1.06	-0.808	0.44	-0.624	0.184
"PP_1014"	"PP_1014"	3.63786753056152e-07	1.17171192521299e-07	0.0325050761256061	4.99e-06	6.46e-13	0.699	TRUE	TRUE	TRUE	FALSE	TRUE	-6.94	8.07	1.13	-5	3.07	1.94
"PP_1015"	"PP_1015"	9.51810865321762e-05	9.26646372386017e-08	3.47023503957406e-06	0.148	9.78e-14	2.03e-06	FALSE	FALSE	TRUE	TRUE	TRUE	-1.36	3.52	2.16	-1.62	1.89	-0.268
"PP_1018"	"PP_1018"	0.650673682499935	4.76513220413739e-07	6.00594202505377e-07	0.92	8.08e-09	3.59e-10	FALSE	FALSE	TRUE	TRUE	TRUE	-0.0516	1.69	1.63	-0.579	1.11	-0.528
"PP_1036"	"PP_1036"	0.00387212639330346	1.44010569609348e-06	2.06651261613298e-05	0.692	1.33e-06	0.000463	FALSE	FALSE	TRUE	TRUE	TRUE	-0.633	2.06	1.43	-0.898	1.16	-0.265
"PP_1113"	"PP_1113"	1.19850487969127e-05	0.0923898191914745	3.32151619516664e-06	0.0164	0.868	1.73e-06	TRUE	TRUE	FALSE	TRUE	TRUE	5.72	1.11	6.83	1.54	2.65	-4.19
"PP_1121"	"PP_1121"	0.000165739559728123	5.86934232186357e-05	0.296459616208093	0.227	0.0173	0.86	FALSE	FALSE	TRUE	FALSE	TRUE	1.24	-1.44	-0.204	0.892	-0.548	-0.344
"PP_1128"	"PP_1128"	0.000107029804344444	0.954204869134514	0.000113162447755825	0.163	0.939	0.0116	TRUE	FALSE	FALSE	TRUE	TRUE	6.62	-0.0541	6.57	2.23	2.17	-4.4
"PP_1153"	"PP_1153"	0.0001506124786594	0.951728785876418	0.000160095812680707	0.213	0.939	0.019	FALSE	FALSE	FALSE	TRUE	TRUE	-1.29	0.0117	-1.28	-0.434	-0.423	0.857
"PP_1246"	"PP_1246"	4.24515574993696e-07	6.70958970110657e-05	6.15212346737923e-05	8.55e-06	0.0206	0.00421	FALSE	TRUE	TRUE	TRUE	TRUE	2.37	-1.18	1.19	1.18	0.00496	-1.19
"PP_1264"	"PP_1264"	2.40445181946984e-05	9.89234726866347e-07	0.00124664534754081	0.0385	2.6e-07	0.182	FALSE	TRUE	TRUE	FALSE	TRUE	-2.99	4.64	1.65	-2.54	2.1	0.448
"PP_1394"	"PP_1394"	0.000468030214282406	0.342741609045246	0.000163550547786253	0.403	0.913	0.0195	FALSE	FALSE	FALSE	TRUE	TRUE	-1.76	-0.306	-2.06	-0.484	-0.79	1.27
"PP_1478"	"PP_1478"	2.35993370171031e-05	1.13455296369516e-05	0.358820181213274	0.0377	0.000878	0.869	FALSE	FALSE	TRUE	FALSE	TRUE	0.953	-1.06	-0.103	0.67	-0.386	-0.283
"PP_1486"	"PP_1486"	4.74451389398334e-06	3.58030288644349e-05	0.0250836383435658	0.00398	0.00845	0.67	FALSE	TRUE	TRUE	FALSE	TRUE	2.13	-1.61	0.524	1.25	-0.361	-0.885
"PP_1487"	"PP_1487"	9.59413249336384e-05	0.000166239162955514	8.82193370917443e-07	0.149	0.0641	3.05e-09	FALSE	FALSE	FALSE	TRUE	TRUE	-1.3	-1.2	-2.49	-0.0338	-1.23	1.26
"PP_1510"	"PP_1510"	3.13055948263456e-05	4.59990767558643e-06	0.02990983176643	0.0515	8.21e-05	0.69	FALSE	FALSE	TRUE	FALSE	TRUE	2.08	-2.72	-0.638	1.6	-1.12	-0.481
"PP_1532"	"PP_1532"	6.23184443650939e-05	0.590373054612078	0.000103644441413637	0.102	0.928	0.0101	TRUE	FALSE	FALSE	TRUE	TRUE	3.92	-0.28	3.64	1.4	1.12	-2.52
"PP_1631"	"PP_1631"	0.00813383085979551	0.00420582784838296	8.15867657893125e-05	0.755	0.586	0.00681	FALSE	FALSE	FALSE	TRUE	TRUE	-0.973	-1.1	-2.08	0.0435	-1.06	1.02
"PP_1635"	"PP_1635"	3.53677230807115e-06	1.94889056537084e-07	0.000581023049697068	0.00239	2.91e-11	0.0882	FALSE	TRUE	TRUE	FALSE	TRUE	1.5	-2.22	-0.719	1.24	-0.98	-0.262
"PP_1646"	"PP_1646"	8.17301942305625e-05	0.268898371319974	2.95063699908232e-05	0.129	0.907	0.000995	FALSE	FALSE	FALSE	TRUE	TRUE	-1.68	-0.266	-1.95	-0.473	-0.739	1.21
"PP_1659"	"PP_1659"	6.51412554845188e-07	5.57520501319147e-07	0.76327979143363	3.68e-05	1.83e-08	0.9	FALSE	TRUE	TRUE	FALSE	TRUE	2.17	-2.22	-0.0459	1.46	-0.755	-0.709
"PP_1660"	"PP_1660"	2.40442292956282e-07	1.11918545080583e-07	0.109564854231012	1.08e-06	4.78e-13	0.804	FALSE	TRUE	TRUE	FALSE	TRUE	3.3	-3.66	-0.354	2.32	-1.34	-0.983
"PP_1661"	"PP_1661"	8.18678747746515e-07	1.51200117730318e-05	0.00168846789734377	7.28e-05	0.0016	0.23	FALSE	TRUE	TRUE	FALSE	TRUE	3.32	-2.22	1.09	1.85	-0.378	-1.47
"PP_1683"	"PP_1683"	0.000252941681266095	0.0842197410765838	4.02125773497028e-05	0.297	0.864	0.00189	FALSE	FALSE	FALSE	TRUE	TRUE	0.993	0.308	1.3	0.228	0.537	-0.765
"PP_1789"	"PP_1789"	0.00031987701971141	0.173146041819925	7.410539704568e-05	0.337	0.892	0.00578	FALSE	FALSE	FALSE	TRUE	TRUE	1.04	0.254	1.3	0.263	0.516	-0.779
"PP_1794"	"PP_1794"	8.55666142421413e-05	0.205580101884945	2.63628459906146e-05	0.134	0.898	0.000795	FALSE	FALSE	FALSE	TRUE	TRUE	1.61	0.296	1.9	0.437	0.734	-1.17
"PP_1797"	"PP_1797"	0.000152888141341575	0.702646937569688	0.000104752437681414	0.215	0.932	0.0103	FALSE	FALSE	FALSE	TRUE	TRUE	2.31	0.133	2.45	0.727	0.86	-1.59
"PP_1822"	"PP_1822"	1.95373606185351e-06	0.273145719862256	3.98627340973732e-06	0.000681	0.907	3.36e-06	FALSE	TRUE	FALSE	TRUE	TRUE	2.01	-0.186	1.83	0.733	0.546	-1.28
"PP_1827"	"PP_1827"	4.87484538855001e-06	0.00136790051682407	0.000261038485052878	0.00416	0.38	0.0365	FALSE	TRUE	FALSE	TRUE	TRUE	-2.05	0.892	-1.16	-0.982	-0.0895	1.07
"PP_1832"	"PP_1832"	0.00023876343996909	1.23069773405916e-05	0.00929101954781765	0.287	0.00105	0.531	FALSE	FALSE	TRUE	FALSE	TRUE	0.972	-1.49	-0.52	0.821	-0.671	-0.151
"PP_1874"	"PP_1874"	0.445318316485684	3.05435946395063e-06	5.07266860699425e-06	0.912	2.28e-05	7.86e-06	FALSE	FALSE	TRUE	TRUE	TRUE	-0.121	1.8	1.68	-0.639	1.16	-0.519
"PP_2028"	"PP_2028"	0.00165172210632095	0.0625521579020768	0.000149659961300696	0.596	0.849	0.0174	FALSE	FALSE	FALSE	TRUE	TRUE	-1.24	-0.572	-1.81	-0.224	-0.795	1.02
"PP_2080"	"PP_2080"	5.22165411782803e-06	0.00107415827773703	0.000359856883078666	0.00464	0.332	0.0522	FALSE	TRUE	FALSE	FALSE	TRUE	-1.79	0.816	-0.971	-0.868	-0.0517	0.92
"PP_2103"	"PP_2103"	4.4674770003448e-06	0.0358190248989252	2.74373262516485e-05	0.0036	0.817	0.000863	TRUE	TRUE	FALSE	TRUE	TRUE	5.3	-1.18	4.12	2.16	0.978	-3.14
"PP_2110"	"PP_2110"	1.81940367994558e-06	0.000935123263001673	7.44036293802107e-05	0.000583	0.305	0.00582	FALSE	TRUE	FALSE	TRUE	TRUE	2.4	-0.97	1.43	1.12	0.153	-1.28
"PP_2126"	"PP_2126"	5.88100810734526e-06	0.490503837568686	3.68964664936976e-06	0.00563	0.923	2.55e-06	FALSE	TRUE	FALSE	TRUE	TRUE	1.5	0.099	1.6	0.466	0.565	-1.03
"PP_2170"	"PP_2170"	7.79130846642634e-06	0.000264613440181814	0.00330316805317445	0.00881	0.105	0.349	FALSE	TRUE	FALSE	FALSE	TRUE	3.09	-1.86	1.23	1.65	-0.21	-1.44
"PP_2247"	"PP_2247"	2.8147437413426e-07	0.0435506190817527	1.01171801280008e-07	1.96e-06	0.829	2.6e-14	FALSE	TRUE	FALSE	TRUE	TRUE	-2.73	-0.399	-3.13	-0.778	-1.18	1.95
"PP_2333"	"PP_2333"	1.51433969206911e-07	5.5497986584774e-08	0.034840368964429	1.58e-07	5.38e-14	0.707	FALSE	TRUE	TRUE	FALSE	TRUE	4.98	-5.69	-0.71	3.56	-2.13	-1.42
"PP_2370"	"PP_2370"	1.71737259974248e-05	0.591377838553506	1.13691892182127e-05	0.0263	0.928	9.82e-05	FALSE	TRUE	FALSE	TRUE	TRUE	1.43	0.0848	1.51	0.448	0.533	-0.981
"PP_2380"	"PP_2380"	0.00763011382218443	0.000280526767973431	1.24682309669611e-05	0.75	0.111	0.000127	FALSE	FALSE	FALSE	TRUE	TRUE	-0.385	-0.674	-1.06	0.0965	-0.578	0.481
"PP_2381"	"PP_2381"	0.00510213749989751	0.0166312028123802	0.000147815402723006	0.718	0.757	0.0171	FALSE	FALSE	FALSE	TRUE	TRUE	-1.23	-0.972	-2.21	-0.0876	-1.06	1.15
"PP_2387"	"PP_2387"	8.81690153731258e-05	0.86282088552955	7.49769600081968e-05	0.138	0.937	0.00589	TRUE	FALSE	FALSE	TRUE	TRUE	4.32	0.103	4.42	1.41	1.51	-2.91
"PP_2389"	"PP_2389"	6.57726996440678e-06	0.287832037590282	1.47210132662499e-05	0.00677	0.909	0.000197	TRUE	TRUE	FALSE	TRUE	TRUE	5.93	-0.628	5.3	2.19	1.56	-3.74
"PP_2422"	"PP_2422"	5.02920602127325e-07	5.65486667963785e-07	0.817532436324743	1.54e-05	1.96e-08	0.903	FALSE	TRUE	TRUE	FALSE	TRUE	2.03	-2	0.0316	1.34	-0.655	-0.686
"PP_2426"	"PP_2426"	6.47586307592853e-08	4.27975619917706e-06	3.17871767914569e-05	1.88e-09	6.6e-05	0.00117	FALSE	TRUE	TRUE	TRUE	TRUE	-4.6	2.62	-1.98	-2.4	0.213	2.19
"PP_2448"	"PP_2448"	1.78545394297591e-08	0.161675623799354	2.97046040345476e-08	3.54e-13	0.89	2.6e-14	FALSE	TRUE	FALSE	TRUE	TRUE	-4	0.26	-3.74	-1.42	-1.16	2.58
"PP_2459"	"PP_2459"	0.00317887482279861	1.60606793809297e-05	1.1077733442384e-06	0.672	0.0018	1.04e-08	FALSE	FALSE	TRUE	TRUE	TRUE	-0.479	-1.08	-1.56	0.2	-0.88	0.679
"PP_2484"	"PP_2484"	0.111811817212797	4.63157673560952e-05	1.13947918092827e-05	0.878	0.0124	9.88e-05	FALSE	FALSE	FALSE	TRUE	TRUE	0.203	0.927	1.13	-0.241	0.686	-0.444
"PP_2646"	"PP_2646"	0.000268088850134502	0.0645262478774422	3.64615319315265e-05	0.307	0.851	0.00155	FALSE	FALSE	FALSE	TRUE	TRUE	-0.835	-0.284	-1.12	-0.183	-0.468	0.651
"PP_2652"	"PP_2652"	0.000341587281621444	8.12589979800356e-06	0.00260031929524496	0.348	0.000388	0.305	FALSE	FALSE	TRUE	FALSE	TRUE	-1.11	1.9	0.796	-1	0.9	0.104
"PP_2853"	"PP_2853"	9.1996263440783e-06	4.8675424165467e-05	0.0646060710235934	0.0114	0.0133	0.764	FALSE	TRUE	TRUE	FALSE	TRUE	2.86	-2.26	0.598	1.71	-0.554	-1.15
"PP_2875"	"PP_2875"	9.14622411315841e-10	4.78877503605899e-09	0.000155090309444652	1.06e-13	5.38e-14	0.0182	FALSE	TRUE	TRUE	FALSE	TRUE	4.73	-3.81	0.924	2.85	-0.961	-1.89
"PP_2901"	"PP_2901"	1.22747527978594e-06	2.24538392450111e-08	1.57445877434413e-05	0.00022	5.38e-14	0.000232	FALSE	TRUE	TRUE	TRUE	TRUE	1.85	-3.15	-1.3	1.66	-1.48	-0.182
"PP_2920"	"PP_2920"	7.83897591030808e-05	0.00260191806092379	3.06795188122456e-06	0.125	0.503	1.27e-06	FALSE	FALSE	FALSE	TRUE	TRUE	-2.42	-1.39	-3.81	-0.342	-1.74	2.08
"PP_3088"	"PP_3088"	0.000128861467721192	0.154957589441092	3.20776276233391e-05	0.189	0.888	0.00119	FALSE	FALSE	FALSE	TRUE	TRUE	1.19	0.265	1.45	0.307	0.572	-0.88
"PP_3089"	"PP_3089"	0.000701000979556566	4.02996426327866e-05	0.0202626169305897	0.47	0.0101	0.644	FALSE	FALSE	TRUE	FALSE	TRUE	0.816	-1.25	-0.437	0.69	-0.563	-0.126
"PP_3094"	"PP_3094"	2.23987853106192e-05	4.2853063306028e-05	0.447267356156686	0.0357	0.0111	0.878	FALSE	TRUE	TRUE	FALSE	TRUE	1.56	-1.43	0.138	0.996	-0.429	-0.567
"PP_3100"	"PP_3100"	1.54212467868498e-05	0.000147620009436374	0.0299183629915767	0.0231	0.0561	0.69	FALSE	TRUE	FALSE	FALSE	TRUE	1.45	-1.05	0.401	0.831	-0.215	-0.616
"PP_3107"	"PP_3107"	1.72568613825504e-05	7.8943840152381e-05	0.104445903631184	0.0265	0.0255	0.801	FALSE	TRUE	TRUE	FALSE	TRUE	1.74	-1.4	0.339	1.05	-0.353	-0.693
"PP_3122"	"PP_3122"	3.77208376288521e-05	0.00027505656066971	6.58777264959811e-07	0.0618	0.109	6.07e-10	FALSE	FALSE	FALSE	TRUE	TRUE	-1.36	-1.01	-2.37	-0.115	-1.13	1.24
"PP_3123"	"PP_3123"	9.99061999168118e-05	3.88907310664855e-05	4.0521126257625e-07	0.154	0.00962	2.83e-11	FALSE	FALSE	TRUE	TRUE	TRUE	-1.63	-1.87	-3.51	0.0797	-1.79	1.71
"PP_3126"	"PP_3126"	5.401026748987e-06	0.00348511942777815	0.000146968871066982	0.00489	0.555	0.017	FALSE	TRUE	FALSE	TRUE	TRUE	5.98	-2.24	3.74	2.74	0.499	-3.24
"PP_3145"	"PP_3145"	0.0176410177044011	3.63200845150233e-05	0.000675460326016876	0.804	0.00864	0.103	FALSE	FALSE	TRUE	FALSE	TRUE	0.521	-1.47	-0.95	0.664	-0.807	0.143
"PP_3147"	"PP_3147"	2.09147822305205e-07	0.0255216113000993	7.73685647143058e-07	6.39e-07	0.793	1.47e-09	FALSE	TRUE	FALSE	TRUE	TRUE	-3.3	0.531	-2.77	-1.28	-0.747	2.02
"PP_3148"	"PP_3148"	1.3059778448796e-06	0.000893323016193842	4.59519500047279e-05	0.00026	0.297	0.00243	FALSE	TRUE	FALSE	TRUE	TRUE	-5.44	2.12	-3.32	-2.52	-0.4	2.92
"PP_3155"	"PP_3155"	1.04850569563125e-05	7.69906791265467e-07	0.00276098588986265	0.0138	8.78e-08	0.316	FALSE	TRUE	TRUE	FALSE	TRUE	1.05	-1.5	-0.449	0.849	-0.649	-0.2
"PP_3232"	"PP_3232"	0.000777240809123727	4.20535055569013e-05	0.0191244459978584	0.487	0.0108	0.636	FALSE	FALSE	TRUE	FALSE	TRUE	0.851	-1.32	-0.469	0.724	-0.597	-0.127
"PP_3249"	"PP_3249"	0.00154956136093557	5.49641541887429e-05	0.0129913616807277	0.587	0.0158	0.583	FALSE	FALSE	TRUE	FALSE	TRUE	2.08	-3.47	-1.4	1.85	-1.62	-0.227
"PP_3332"	"PP_3332"	1.04147409041675e-05	0.000648137555622594	4.2576600667857e-07	0.0136	0.237	3.87e-11	FALSE	TRUE	FALSE	TRUE	TRUE	-1.97	-1.07	-3.04	-0.298	-1.37	1.67
"PP_3379"	"PP_3379"	0.376331334812386	8.79577503434674e-07	1.46034258806232e-06	0.908	1.56e-07	4.35e-08	FALSE	FALSE	TRUE	TRUE	TRUE	-0.43	6.5	6.07	-2.31	4.19	-1.88
"PP_3382"	"PP_3382"	0.0180509194927803	2.98656198670121e-06	2.358948039089e-05	0.805	2.12e-05	0.000627	FALSE	FALSE	TRUE	TRUE	TRUE	-1.17	4.69	3.52	-1.95	2.74	-0.784
"PP_3383"	"PP_3383"	0.00266636608215289	8.46599499284121e-07	1.21928922503787e-05	0.654	1.33e-07	0.00012	FALSE	FALSE	TRUE	TRUE	TRUE	-1.29	4.21	2.93	-1.83	2.38	-0.546
"PP_3384"	"PP_3384"	0.000121001739244202	3.4153675033658e-08	6.61604689474557e-07	0.18	5.38e-14	6.21e-10	FALSE	FALSE	TRUE	TRUE	TRUE	-1.28	3.92	2.64	-1.73	2.19	-0.455
"PP_3415"	"PP_3415"	0.000361248546633755	2.39077851287888e-06	0.000264038325945119	0.358	9.78e-06	0.037	FALSE	FALSE	TRUE	TRUE	TRUE	-1.19	2.44	1.25	-1.21	1.23	-0.0196
"PP_3443"	"PP_3443"	2.10852076521201e-07	4.22873197533231e-06	0.000517934303281098	6.59e-07	6.37e-05	0.0777	FALSE	TRUE	TRUE	FALSE	TRUE	-3.18	2.12	-1.06	-1.76	0.354	1.41
"PP_3444"	"PP_3444"	1.6738926734916e-05	7.22884389000596e-05	0.11392143705031	0.0255	0.0226	0.806	FALSE	TRUE	TRUE	FALSE	TRUE	2.66	-2.16	0.5	1.6	-0.552	-1.05
"PP_3504"	"PP_3504"	4.98377806995215e-06	7.19912841758516e-05	0.00846803356442971	0.00431	0.0225	0.516	FALSE	TRUE	TRUE	FALSE	TRUE	2.09	-1.43	0.654	1.17	-0.26	-0.914
"PP_3528"	"PP_3528"	0.000156024270845008	0.600835794768239	0.000270264917302632	0.218	0.928	0.038	FALSE	FALSE	FALSE	TRUE	TRUE	2.27	-0.18	2.09	0.815	0.635	-1.45
"PP_3533"	"PP_3533"	6.67340827738531e-06	0.257476546221422	3.04633494315193e-06	0.00692	0.905	1.23e-06	FALSE	TRUE	FALSE	TRUE	TRUE	-2.43	-0.276	-2.71	-0.719	-0.995	1.71
"PP_3553"	"PP_3553"	3.32324399902805e-06	0.688863994916725	2.58075331614005e-06	0.00213	0.931	6.21e-07	FALSE	TRUE	FALSE	TRUE	TRUE	-2.97	-0.104	-3.07	-0.955	-1.06	2.01
"PP_3554"	"PP_3554"	4.79978755288855e-07	0.562798910083041	3.59964889642925e-07	1.31e-05	0.926	1.27e-11	FALSE	TRUE	FALSE	TRUE	TRUE	-2.46	-0.0965	-2.55	-0.787	-0.883	1.67
"PP_3598"	"PP_3598"	2.19284335258361e-07	0.00464888941157007	1.54473792770154e-06	7.63e-07	0.601	5.71e-08	FALSE	TRUE	FALSE	TRUE	TRUE	-2.82	0.651	-2.17	-1.16	-0.507	1.66
"PP_3629"	"PP_3629"	0.000811823697639513	7.94736664680202e-06	0.000951817646020684	0.493	0.000368	0.144	FALSE	FALSE	TRUE	FALSE	TRUE	1.03	-2.03	-1	1.02	-1.01	-0.0087
"PP_3636"	"PP_3636"	0.575542455317839	6.92454109417172e-06	4.7069813976428e-06	0.917	0.000262	6.09e-06	FALSE	FALSE	TRUE	TRUE	TRUE	-0.0936	-1.72	-1.81	0.541	-1.17	0.634
"PP_3638"	"PP_3638"	0.000321271892881163	0.0565514468467305	3.91832798871829e-05	0.338	0.844	0.00179	FALSE	FALSE	FALSE	TRUE	TRUE	-2.1	-0.764	-2.86	-0.444	-1.21	1.65
"PP_3639"	"PP_3639"	1.03284266554469e-08	0.614955341912703	8.85518252797438e-09	1.06e-13	0.929	2.6e-14	FALSE	TRUE	FALSE	TRUE	TRUE	-4.69	-0.0959	-4.78	-1.53	-1.63	3.16
"PP_3668"	"PP_3668"	0.000918439519231556	5.6172535344633e-05	0.0256840381548846	0.513	0.0163	0.673	FALSE	FALSE	TRUE	FALSE	TRUE	0.756	-1.16	-0.4	0.637	-0.519	-0.119
"PP_3754"	"PP_3754"	1.24124211117117e-07	0.0942754995854666	5.90793462682595e-08	6.05e-08	0.869	2.6e-14	FALSE	TRUE	FALSE	TRUE	TRUE	-2.41	-0.249	-2.66	-0.72	-0.969	1.69
"PP_3765"	"PP_3765"	0.000811232896917902	1.63507510346392e-05	0.00336314756170404	0.493	0.00185	0.352	FALSE	FALSE	TRUE	FALSE	TRUE	0.584	-1.04	-0.459	0.542	-0.5	-0.0417
"PP_3777"	"PP_3777"	0.235614001092105	0.000192734194263766	5.79567531937681e-05	0.897	0.0752	0.00378	FALSE	FALSE	FALSE	TRUE	TRUE	-0.264	-1.37	-1.63	0.367	-0.998	0.631
"PP_3799"	"PP_3799"	0.00460851987891385	1.04991678296014e-05	0.000319322384634931	0.709	0.000736	0.046	TRUE	FALSE	TRUE	TRUE	TRUE	1.91	-4.9	-2.99	2.27	-2.63	0.358
"PP_3801"	"PP_3801"	6.83454948580816e-06	3.41509983945991e-06	0.315887043055937	0.00718	3.25e-05	0.863	FALSE	TRUE	TRUE	FALSE	TRUE	3.26	-3.59	-0.326	2.28	-1.31	-0.979
"PP_3804"	"PP_3804"	2.43018140391498e-07	1.14686716753274e-07	0.115779029623312	1.12e-06	5.66e-13	0.807	FALSE	TRUE	TRUE	FALSE	TRUE	2.48	-2.74	-0.261	1.74	-1	-0.74
"PP_3810"	"PP_3810"	1.24263009954153e-08	0.42467056032855	1.61217344705463e-08	1.06e-13	0.919	2.6e-14	FALSE	TRUE	FALSE	TRUE	TRUE	4.51	-0.152	4.36	1.55	1.4	-2.96
"PP_3822"	"PP_3822"	3.68885157232965e-06	0.00784187545313963	4.9922852712364e-05	0.00257	0.675	0.00284	FALSE	TRUE	FALSE	TRUE	TRUE	-3.35	1.02	-2.33	-1.46	-0.435	1.89
"PP_3823"	"PP_3823"	6.36270124968369e-08	0.000290301431937683	1.02865344337827e-06	1.72e-09	0.115	7.05e-09	FALSE	TRUE	FALSE	TRUE	TRUE	-3.11	0.966	-2.14	-1.36	-0.393	1.75
"PP_3840"	"PP_3840"	4.13183875055072e-05	0.250205850098885	1.54599952408912e-05	0.0682	0.904	0.000222	FALSE	FALSE	FALSE	TRUE	TRUE	1.04	0.155	1.19	0.294	0.449	-0.743
"PP_3924"	"PP_3924"	0.000464703021427322	0.121872109669404	8.17893302179257e-05	0.401	0.879	0.00684	FALSE	FALSE	FALSE	TRUE	TRUE	-0.781	-0.234	-1.01	-0.183	-0.416	0.599
"PP_3942"	"PP_3942"	0.526158744915536	4.05664548679958e-05	7.20421001412277e-05	0.915	0.0102	0.00552	TRUE	FALSE	TRUE	TRUE	TRUE	-0.551	6.94	6.39	-2.5	4.44	-1.95
"PP_4054"	"PP_4054"	1.54388914235141e-05	0.000186366487779233	0.0209631839075855	0.0231	0.0726	0.648	FALSE	TRUE	FALSE	FALSE	TRUE	2.23	-1.55	0.673	1.26	-0.294	-0.967
"PP_4065"	"PP_4065"	2.05784474901828e-05	0.0795805410673578	0.000115219745789148	0.0326	0.861	0.012	FALSE	TRUE	FALSE	TRUE	TRUE	-3.57	0.784	-2.79	-1.45	-0.668	2.12
"PP_4066"	"PP_4066"	7.99826122737641e-05	0.857201150352871	6.76902648236091e-05	0.127	0.937	0.00497	FALSE	FALSE	FALSE	TRUE	TRUE	-1.4	-0.0344	-1.43	-0.455	-0.49	0.945
"PP_4067"	"PP_4067"	2.49261908679716e-07	0.0574436768347907	7.22561780110416e-07	1.23e-06	0.845	1.01e-09	FALSE	TRUE	FALSE	TRUE	TRUE	-2.04	0.271	-1.77	-0.77	-0.499	1.27
"PP_4100"	"PP_4100"	1.20941631101002e-05	1.40503075424025e-05	0.842695185988514	0.0166	0.00139	0.904	FALSE	TRUE	TRUE	FALSE	TRUE	2.23	-2.19	0.0462	1.47	-0.714	-0.76
"PP_4138"	"PP_4138"	0.000731357647352016	2.39292007974598e-05	0.0075119495014577	0.477	0.0041	0.495	FALSE	FALSE	TRUE	FALSE	TRUE	0.69	-1.15	-0.458	0.613	-0.535	-0.0771
"PP_4213"	"PP_4213"	1.61249833788452e-06	2.40945505274384e-07	0.00561421569291937	0.000442	1.17e-10	0.445	FALSE	TRUE	TRUE	FALSE	TRUE	4.01	-5.18	-1.17	3.06	-2.12	-0.948
"PP_4214"	"PP_4214"	0.00311846774348393	1.98214111682919e-07	3.80823065558834e-08	0.67	3.25e-11	2.6e-14	FALSE	FALSE	TRUE	TRUE	TRUE	-0.757	-3.09	-3.85	0.778	-2.31	1.54
